event,day0,leak_-5_-1,react_0_1,drift_2_10
GLM-5,2026-02-11,17.128380885506754,20.39368304226199,15.356863678825217
GLM-5-Turbo,2026-03-16,-15.054977387455237,10.289903064201846,-7.6586899051751995
GLM-5.1,2026-04-08,2.618168877002691,11.92437943059458,-22.783143547124713
GLM-5.2,2026-06-15,-31.819484154667403,27.395241014989015,32.41060087508083
